mile,bank,name,section,features
426.0,LBD,"LeTourneau Public Boat Launch A rough concrete boat ramp can be accessed at LeTourneau, which makes for an easy day...",vicksburg-to-baton-rouge,access_point|island
426.0,LBD,"LeTourneau LeTourneau is located in the middle of a ten-mile southerly stretch of river that can create difficult...",vicksburg-to-baton-rouge,hazard
426.0,,"LBD LeTourneau LeTourneau is located in the middle of a ten-mile southerly stretc",vicksburg-to-baton-rouge,hazard
425.0,RBD,"Entrance to Palmyra Lake Back Channel Paddlers intending to go back channel through Palmyra Lake should stay RBD past...",vicksburg-to-baton-rouge,island|confluence|harbor
419.6,LBD,"Lake Karnac The main current swishes around Newtown Bend Sandbar and is propelled outward past several intriguing...",vicksburg-to-baton-rouge,island
419.6,,"LBD Lake Karnac The main current swishes around Newtown Bend Sandbar and is prope",vicksburg-to-baton-rouge,island
416.5,LBD,"“Big Momma” Dike As you get propelled westward past Karnac, Island No",vicksburg-to-baton-rouge,access_point|hazard|island|confluence|dike
416.0,RBD,"Togo Island Back Channel If the river is high enough to get through the willow forest RBD 416 adventurous paddlers can...",vicksburg-to-baton-rouge,hazard|bridge|island
416.0,RBD,"adventurous paddlers can dive through the constriction and enter the cool shady tree-lined Togo Island Channel which is...",vicksburg-to-baton-rouge,hazard|bridge|island
414.0,RBD,"Palmyra - Togo Island Crossroads At right bank descending 415 the riverbank suddenly yawns up with a big mouth hundreds...",vicksburg-to-baton-rouge,island
414.0,,"RBD Palmyra - Togo Island Crossroads At right bank descending",vicksburg-to-baton-rouge,island
414.0,RBD,"The Crossroads A rare river crossroads is created here at the junction of Togo Island, Palmyra Lake and the Main...",vicksburg-to-baton-rouge,access_point|bridge|island
414.0,,"RBD The Crossroads A rare river crossroads is created here at the junction of Tog",vicksburg-to-baton-rouge,island
413.0,RBD,"Big Black Island Due to the ever meandering nature of the big river, Big Black Island is now landlocked and connected...",vicksburg-to-baton-rouge,access_point|camping|island
410.0,RBD,"Middle Ground Island Middle Ground is one of the big mid-channel islands that splits the river cleanly in two (during...",vicksburg-to-baton-rouge,island
408.5,LBD,"Big Black River A dynamic alternate put-in for the Mississippi can be made paddling down the last 13-14 miles of the...",vicksburg-to-baton-rouge,access_point|bridge|island
407.8,LBD,"Grand Gulf State Park Grand Gulf State Military Park is well worth the visit",vicksburg-to-baton-rouge,access_point|camping|confluence
404.8,LBD,"Port of Claiborne County The Claiborne County Harbor is found right bank descending just below the 404",vicksburg-to-baton-rouge,access_point|camping|hazard|island|confluence|harbor
404.2,RBD,"Yucatan Ditch For an other-worldly glimpse into the ragged and primeval Delta jungle, stay right bank descending below...",vicksburg-to-baton-rouge,island
404.0,RBD,"Yucatan Ditch For a safari-like run into the Mississippi River floodplain replete with fishes, amphibians and winged...",vicksburg-to-baton-rouge,
399.0,LBD,"High Bluffs High gravel/sand bluffs",vicksburg-to-baton-rouge,confluence
396.4,RBD,"St",vicksburg-to-baton-rouge,access_point
396.4,RBD,"Long and steep concrete ramp at low water, bottoms out into sand and mud around 15 on the Natchez Gage",vicksburg-to-baton-rouge,access_point|camping|hazard|supply
396.4,RBD,"Lake Bruin State Park The St",vicksburg-to-baton-rouge,access_point|camping|hazard|supply
396.4,RBD,"Fish Tale Grill/Lake Bruin Lodge & Country Store The Fish Tale Grill/Lake Bruin Lodge & Country Store is found at the...",vicksburg-to-baton-rouge,access_point|camping|confluence|supply
395.0,LBD,"Bayou Pierre As you paddle around Coffee Point, the channel of Bayou Pierre is found only a mile over the trees and...",vicksburg-to-baton-rouge,confluence
395.0,LBD,"-- Mouth of Bayou Pierre Downstream Paddlers can easily eddy out into the mouth of Bayou Pierre and paddle upstream a...",vicksburg-to-baton-rouge,access_point|confluence
394.0,LBD,"Bruinsburg Landing Bruinsburg Landing was located directly on the Mississippi River, just south of the mouth of the...",vicksburg-to-baton-rouge,access_point|confluence|harbor
392.0,RBD,"- Bondurant Towhead Good picnicking and camping can be found on Bondurant Towhead, in general top end is best, but in...",vicksburg-to-baton-rouge,access_point|camping|bridge|island
392.0,LBD,"Rodney (Ghost Town) Rodney has operated under the flags of five different nations",vicksburg-to-baton-rouge,
392.0,,"LBD Rodney",vicksburg-to-baton-rouge,
389.5,RBD,"Brown’s Field Island As soon as you pass Bondurant two large towhead islands appear on the Louisiana side of the river...",vicksburg-to-baton-rouge,camping|island
389.5,RBD,"and the 3rd dike at 388",vicksburg-to-baton-rouge,camping|island|dike
389.0,LBD,"- Rodney Chute Bluff of sand at entrance to Rodney Lake Chute",vicksburg-to-baton-rouge,camping|island
389.0,LBD,"Rodney Lake Side Trip When the water is around 30 NG or higher you can cut through the intriguing opening at the...",vicksburg-to-baton-rouge,hazard|bridge|island
389.0,,"LBD Rodney Lake Side Trip When the water is around",vicksburg-to-baton-rouge,island
387.0,LBD,"Cottage Bend Islands Cottage Bend Islands are visible from upstream by the bluffs of sand on the tops of the islands in...",vicksburg-to-baton-rouge,access_point|island|confluence
385.9,LBD,"Below Brown’s Field Wetlands Curious paddlers and birders will find a glorious wetlands surrounded by rookeries, and...",vicksburg-to-baton-rouge,access_point|camping|island|confluence|dike
384.0,LBD,"- Spithead Towhead Spithead is a giant sand island hugging the inside of the Kempe Bend offering beautiful all weather...",vicksburg-to-baton-rouge,camping|island
374.0,RBD,"- Waterproof Island Waterproof Island is two giant islands, each several thousand acres big, that have formed like...",vicksburg-to-baton-rouge,camping|hazard|island
371.0,LBD,"Fairchild (Skull) Island Like all Mississippi River islands Fairchild grows and diminishes with the water level",vicksburg-to-baton-rouge,island
370.0,LBD,"Greens Bayou As you paddle downriver towards Natchez look carefully left bank descending and if you catch it right you...",vicksburg-to-baton-rouge,confluence
370.0,,"LBD Greens Bayou As you paddle downriver towards Natchez look carefully left bank",vicksburg-to-baton-rouge,confluence
368.0,LBD,"be sure to keep a watchful eye on the bluffs",vicksburg-to-baton-rouge,
367.5,RBD,"Rifle Point A huge sloping sandbar bluff emerges in low water at Rifle Point, often littered with giant logs and piles...",vicksburg-to-baton-rouge,camping|bridge|island
367.5,RBD,"Opening to Old River -- Top End (Marengo Bend Lake) Previous to 1933 the Mississippi made a giant curve around Marengo...",vicksburg-to-baton-rouge,
367.0,LBD,"Devil’s Punchbowl “Far in the past, a great cup-shaped hole, about five hundred feet wide, had formed in the soft earth...",vicksburg-to-baton-rouge,
366.0,LBD,"Bluff Bars (Note: We’re talking here about sandbars, not alcohol bars",vicksburg-to-baton-rouge,camping
365.0,LBD,"Remnants of Cypress Forest In low and medium water levels, the stumps of giant cypress trees can be seen at the base of...",vicksburg-to-baton-rouge,
365.0,RBD,"Opening to Old River -- Bottom End (Marengo Bend Lake) Only access to Marengo Lake/Old River",vicksburg-to-baton-rouge,access_point
363.5,LBD,"Natchez-Under-the-Hill Steep concrete ramp diving into the river at the base of the Natchez Bluffs, the best place to...",vicksburg-to-baton-rouge,access_point|town|island
363.0,RBD,"Vidalia Boat Ramp There are two good public boat ramps in Vidalia, one directly under the bridge, good at any water...",vicksburg-to-baton-rouge,access_point|bridge|confluence|supply
363.0,,"Natchez Bridge The Natchez Bluffs make several final expressions as you push on d",vicksburg-to-baton-rouge,bridge
362.8,RBD,"Vidalia Boat Ramp (Lower) Great boat ramp usable at all water levels (until extremely low conditions when it bottoms...",vicksburg-to-baton-rouge,access_point|island|confluence|supply
361.0,LBD,"St",vicksburg-to-baton-rouge,island|confluence
360.0,RBD,"Morville/Jeffries Landing The mile-wide Mississippi River below the Natchez Bridge gets squeezed into a channel half...",vicksburg-to-baton-rouge,access_point|bridge
356.5,RBD,"Natchez Islands Your first best campsites downstream of Natchez are found on its namesake islands, which begin to...",vicksburg-to-baton-rouge,access_point|camping|island|confluence
355.0,LBD,"Carthage Point Natchez river guide Adam Elliott found an interesting artifact about four miles below the Natchez Bridge...",vicksburg-to-baton-rouge,camping|bridge|island|dike
355.0,LBD,"Carthage Point Towhead Carthage Point Towhead hugs the left bank opposite the Natchez Islands and would make for ideal...",vicksburg-to-baton-rouge,camping|hazard|island
352.5,LBD,"St",vicksburg-to-baton-rouge,confluence
348.6,RBD,"Esperance Landing Old Steamboat Landing and woodlot",vicksburg-to-baton-rouge,access_point
347.2,LBD,"Old Mouth of St",vicksburg-to-baton-rouge,island|confluence
346.5,LBD,"Opposite Warnicott/Esperance Archipelago Great bomb-proof (all weather, all water level) camping is found throughout...",vicksburg-to-baton-rouge,camping
345.0,LBD,"Ellis Cliffs (Mississippi Loess Bluff #5) The Mississippi Loess Bluff #5 does not come close enough to the river to...",vicksburg-to-baton-rouge,
344.0,RBD,"Esperance Point Intriguing back channel opens up through the woods at the top end of Esperance Point, and broad open...",vicksburg-to-baton-rouge,access_point|island|confluence
344.0,RBD,"Esperance Bottom A protected harbor is formed in a natural alcove at the very bottom of Esperance right bank descending...",vicksburg-to-baton-rouge,access_point|confluence|harbor
341.3,RBD,"Fairview/Old River Access to Old River and Fairview Landing can be had year round through this runout into the old...",vicksburg-to-baton-rouge,access_point|confluence|harbor
341.1,LBD,"Washout Bayou/Homochitto River The Homochitto is the last of the major tributaries from the state of Mississippi, and...",vicksburg-to-baton-rouge,confluence
340.1,RBD,"Oil Well & Boat Ramp A throbbing donkey engine grinds and whines through the woods as you approach RBD 304",vicksburg-to-baton-rouge,access_point|camping
340.1,,"RBD Oil Well & Boat Ramp A throbbing donkey engine grinds and whines through the",vicksburg-to-baton-rouge,access_point
338.0,LBD,"Buck Island A series of sandy high bank landings makes this section of river attractive for high water camping,...",vicksburg-to-baton-rouge,camping|island|dike
334.0,RBD,"Fritz Island There is a beautiful sandy beach bluff caught behind and below the first dike at Fritz Island (348",vicksburg-to-baton-rouge,camping|island|dike
326.0,RBD,"Union Point A good “hole in the wall” campsite can be found right bank descending 326",vicksburg-to-baton-rouge,camping|island
326.0,,"RBD Union Point A good",vicksburg-to-baton-rouge,camping|island
323.0,LBD,"Artonish Boat Ramp Primitive Boat Ramp over the asphalt laid down in a former era of bank stabilization, a method no...",vicksburg-to-baton-rouge,access_point|camping|island
323.0,,"LBD Artonish Boat Ramp Primitive Boat Ramp over the asphalt laid down in a former",vicksburg-to-baton-rouge,access_point|island
322.5,RBD,"Palmetto Island Two and a half miles long in high water, and maybe a mile longer in low water, Palmetto is a beautiful...",vicksburg-to-baton-rouge,camping|island
321.0,RBD,"Black Hawk Island Short willow island with a single ridge along its length that starts out high at the top end and...",vicksburg-to-baton-rouge,access_point|camping|island
319.0,LBD,"Palmetto Bend There are three sand dune alcoves along this stretch of river left bank around Palmetto, which would...",vicksburg-to-baton-rouge,camping
316.3,RBD,"Hydro Intake -- Old River Control Structure Maybe you’ve read about it, or heard frightening tales about it",vicksburg-to-baton-rouge,
314.6,RBD,"Main Intake -- Old River Control Structure This is the original gate built in 1963 to “keep the Mississippi in its...",vicksburg-to-baton-rouge,
314.6,,"RBD Main Intake -- Old River Control Structure This is the original gate built in",vicksburg-to-baton-rouge,
313.7,RBD,"Knox Landing A steep but well-positioned concrete boat ramp drops into the river here on the artificial island created...",vicksburg-to-baton-rouge,access_point|island|confluence
313.0,LBD,"Buffalo River (Old mouth of the Homochitto River) Across the river from the Old River complex is the mouth of the...",vicksburg-to-baton-rouge,access_point|bridge|confluence
